UserName,Handle,Timestamp,Text,Comments,Likes,Retweets
Bet,@btrixnot,2024-02-07T23:56:24.000Z," yang pake foto jaekyung juga banyak padahal aslinya anti LGBT. Di twitter juga banyak yg pake foto artis korea yang suka bikin lagu lesbi itu, tapi komen sumpah serapah LGBT nya beh buset ",0,0,0
Jô || O Dpto dos Poetas Torturados,@estrogonof456,2024-02-07T23:50:02.000Z,Lgbt,0,0,0
prukchawarin,@notiprukchwarin,2024-02-07T23:47:22.000Z,"Iyakan makanya kak, bantu kasik tau blackjellydevil kalo dia follow nunew haters + anti-LGBT",0,0,0
,@pinkgzy,2024-02-07T23:36:06.000Z,"ya itu, jadi jgn merendahkan org yg punya ideologi beda. ga ada yg melarang partai lain utk mengajukan dilegalkannya lgbt n seks di luar nikah. knp pks anggap itu blm komprehensif? ya liat aja cwe hamil di luar nikah n korban KS yg cm bisa curhat di medsos krn dalih suka sm suka",0,0,0
erin,@erngrntv,2024-02-07T23:32:15.000Z,"Powers-senpai, I…",0,0,0
Gea,@Geas_Alt,2024-02-07T23:30:59.000Z,Lgbt,0,0,0
☆𝑀𝑜𝑜𝑛 𝑀𝑜𝑟𝑖 ᪲᪲᪲᪲᪲᪲᪲𖧧,@MoonMori11,2024-02-07T23:24:40.000Z,Lgbt+,0,0,0
Chihiro,@eldiankid,2024-02-07T23:22:02.000Z,lgbt kontol.,0,0,0
Henrique of U,@Henrique_JoyBoy,2024-02-07T23:20:44.000Z,Lgbt,0,0,0
Wahid F&D,@WAHIDFD1,2024-02-07T23:12:42.000Z,"orang² yg ngaku rahayu spt 
@AndriAgust92281
 ini ujung² nya anti agama,lgbt,..dst...
ikuti sj arahnya....",0,0,0
ina𓋹,@Piadainternaa,2024-02-07T22:46:16.000Z,Lgbt,0,0,0
IOF_TERORIST,@teguhdiono,2024-02-07T22:39:16.000Z,"Ketika pasangan LGBT dipisahkan oleh om HAMAS.

dan prozionis say ; cinta mereka tdk dpt dipisahkan.

Wow",0,0,0
Rifqi Ahmad,@just_rif7,2024-02-07T22:07:51.000Z,"Saudaranya jg pelaku LGBT, lalu minta tolong sama Tuhan, kocak",0,0,0
jan kowalski,@niewypal,2024-02-07T21:49:53.000Z,LGBT...,0,0,0
levent,@Levent75388435,2024-02-07T21:41:43.000Z,Lgbt li bu dingil,0,0,0
nggrd4,@wielkilechita14,2024-02-07T21:38:57.000Z,Klika lgbt,0,0,0
sophie,@chicabambii,2024-02-07T19:28:11.000Z,JDKSKDN odiaba a todos los lgbt,0,0,0
Clarice West,@ClariceW66203,2024-02-07T19:25:12.000Z,"Orang indo kok banyak yg goblok bgt ya. Perbedaan pendapat & pilihan bukan berarti harus musuhan. Masa semua orang harus punya pendapat yg sama

Pola pikir LGBT = bencana alam itu juga GOBLOK sumpah ayolah pake otak & edukasi diri",0,0,0
Baphomet (postmortem),@tomky69,2024-02-07T19:23:11.000Z,Tak dla LGBT !,0,0,0
Gabriel,@Gabrie_helio,2024-02-07T19:19:19.000Z,LGBT simp,0,0,0
Yellouman,@yellouman,2024-02-07T19:11:06.000Z,Lgbt,0,0,0
a Remy #timeokita,@nunu_assucar,2024-02-07T19:08:38.000Z,LGBT,0,0,0
Pollen Graine,@WillIfORgET,2024-02-07T18:33:43.000Z,Lgbt!,0,0,0
Furiøsø ☌\⚐,@Intocavel01,2024-02-07T18:29:11.000Z,LGBT ?,0,0,0
Jahe currency,@bonkq_rui,2024-02-07T18:12:34.000Z,"Udah punya susu sendiri, kok pingin susu gratis. Situ LGBT yaaa pantes Akn dilegalkan.",0,0,0
braio não binário ☭,@braio_emo,2024-02-07T17:53:55.000Z,LGBT maromba,0,0,0
| sossego,@algodao_doc33,2024-02-07T17:52:34.000Z,lgbt :D,0,0,0
Remigiusz Walczak,@Remigiusz1969,2024-02-07T17:42:39.000Z,LGBT+,0,0,0
alllll.,@yyaagtdahh,2024-02-07T17:41:09.000Z,"Bapanya lgbt, smg pas maudy nikah sm abi, bapanya ga ganggu2 lg yallah",0,0,0
Muhammad sadi,@sadi_coool,2024-02-07T17:39:41.000Z,"Foreign funding ho rhe hai yeh baat theek hai.
Jinnah ko pakistan ki qaum parast group Jo pakistan k mukhalif hain gali detay hain or pro Indian Hindus liberals bhee. 
Yha khi lgbt ka jhanda ya neshaan nazar nhi aega na mard mard say shadi krskta hai thorey say log hain yh lgbt",0,0,0
Rumet,@Rumet_62,2024-02-07T17:33:30.000Z,Hepsi LGBT li ,0,0,0
.︎𝐙ꫀ𝗇k᥆！ ︎ ︎ ︎ ︎é a Kōyō,@StarLight_Zenko,2024-02-07T17:29:32.000Z,Lgbt,0,0,0
Cursive,@Cursives_pouch,2024-02-07T17:27:05.000Z,Lgbt?,0,0,0
SUHALIM,@Sigmahalim,2024-02-07T17:18:57.000Z,Karena LGBT dan zona adalah pintu dari pelecehan dan kekerasan sexual. Itu yg dimaksud PKS.,0,0,0
braio não binário ☭,@braio_emo,2024-02-07T17:12:46.000Z,LGBT,0,0,0
GATINH0 B0T ♡︎ ‧₊˚*,@xmeugninx,2024-02-07T17:09:02.000Z,Lgbt,0,0,0
