UserName,Handle,Timestamp,Text,Comments,Likes,Retweets
𝐚𝐲𝐚 bucin yohan dlu #UncleSamsik,@potetopuff,2024-04-19T23:59:30.000Z,"wkwkwk gajelas jg ye udah memutuskan buat jd gay masa gakuat sama tekanan society nya? tau sendiri kan lgbt ga diterima disini karena melanggar norma, trs u pada yg homo gajelas ini malah memaksakan diri buat nikahin anak orang",0,0,0
alpha198649,@alpha198649,2024-04-19T23:58:04.000Z,"Iya kalau begitu Nikah bukan solusi LGBT, Akhirnya dicerai mungkin karena gak dikasih nafkah batin.  Harusnya pramugari cantik dong. Atau dokternya selingkuh sama laki.",0,0,0
alpha198649,@alpha198649,2024-04-19T23:54:37.000Z,"Bakar aja, siapa tahu nanti anakmu LGBT.  Biar puas bakarnya.",0,0,0
Widiayanti,@widia_yantiii,2024-04-19T23:46:44.000Z,"Untuk menjadi LGBT , aku masih percaya kalau itu memang sudah ada bakat dalam dirinya, cuma memang ada yg berkembang dan ada yang tidak.",0,0,0
Mrs.Maruko,@Mrs_Marukochan,2024-04-19T22:55:50.000Z,LGBT = hewan,0,0,0
Rama,@MrCalm82,2024-04-19T22:48:29.000Z,"Tbh, sebenarnya ga masalah mau jd LGBT, tapi ga suka banget sama kelakuan yg kaya gini alias dia udh kena PMS (HIV dkk) tp malah cari temen dgn jd PK (Penjahat Kelamin) nyebarin ke yg lain, bkn malah berobat sembuhin diri sendiri..",0,0,0
BucinnyaVinShan,@Deanj1_,2024-04-19T22:48:12.000Z,"Jgn malah jdiin pembenaran dgn alasan “tuntutan society” buat ngorbanin org lain. Klo sadar dirinya menyimpang, ya harus berani ambil resiko, dan do more effort buat dirinya ttp aman di lingkungan yg menganut byk norma dan sensitif dgn isu lgbt",0,0,0
x,@xahxax,2024-04-19T22:46:26.000Z,Emang gitu kaum-kaum LGBT dan pembelanya. MERASA PALING BENAR PADAHAL TOLOL.,0,0,0
Teh Puucuk,@Teh_Puucuk,2024-04-19T22:43:43.000Z,Apa urusannya sama lgbt kocak,0,0,0
Akun Dikelola owner (Bara),@integreet,2024-04-19T22:35:08.000Z,"Nanya bener, gw sih normal dan ga dukung LGBT, Tapi apa iya memang gay itu lebih risiko hiv dr yg normal? Ada validasinya?",0,0,0
Ionut Daniel,@IonutDanie93998,2024-04-19T22:33:19.000Z,Satanist lgbt,0,0,0
Irkçı,@1rkci,2024-04-19T22:23:31.000Z,"Lgbt+Filistin
Uyuma bak",0,0,0
Mamahcing,@mamahcing,2024-04-19T22:23:08.000Z,"Memang LGBT sangat meresahkan kok kak, bahkan sasaran mereka sekarang ke anak-anak",0,0,0
Riville,@RivilleSide7,2024-04-19T22:12:53.000Z,Klo cow sama cow LGBT,0,0,0
panggil aja Ten,@nexosten_,2024-04-19T22:12:51.000Z,"TSOA, Aristotle Dante 1 dan 2 itu udah ada terjemahannya kak. Tapi aku juga berharap novel lgbt makin bnyk diterjemahin seh",0,0,0
cowok76,@cowokcakep1976,2024-04-19T22:01:40.000Z,"Lu baca yg bener: gangguan kecemasan. Bukan gangguan jiwa. Lha jelas cemas lah gw kl musti masuk neraka, sesuatu yg pasti akan dialami oleh para homo dan lgbt lainnya. Di akhirat dapet neraka, di dunia dapat penyakit, kayak di ts ini. Wajar cemas. Justru yg ga cemas itu yg tolol.",0,0,0
taytay,@suspicioustart,2024-04-19T21:41:44.000Z,"ogah sih, bahkan mendukung orang LGBT hukumnya haram",0,0,0
Ularberkaki,@stfubroyes,2024-04-19T21:09:12.000Z,"""negara udah punya aturan kenapa ga di taati?"" Eh tolol lu gay tuh udah salah dongo dan knp lu ga taati perintah yg ngelarang lgbt? Tolol bgt ajg otaknya udah kepenuhan sperma bangsat",0,0,0
MochSal,@alfarizie0343,2024-04-19T21:07:18.000Z,"Gaero lha
Kan dk kitab mbi Alquran ga menjabarkan ciri* LGBT dengan detail ",0,0,0
Nola,@nola0rihara,2024-04-19T20:43:56.000Z,Komunist  ama  lgbt  ally  ,0,0,0
abcdefghijklmn,@tidaksukakecoa,2024-04-19T20:40:12.000Z,"Lo gay ya ajg?? atau lesbi?? Lo kalo kelainan mah kelainan aja gaush sok ga terima ma tu cerita kk nya, Uda tau LGBT ga bener kocak ajg ngentot Lo tai",0,0,0
rahim8k,@rahim8k,2024-04-19T20:38:47.000Z,"Merempat ke negara orang. Bawa agenda lgbt, bercipap mo jadi lelaki, teguk arak lagi.
 
@Mythir
 you can kiss my foot",0,0,0
abcdefghijklmn,@tidaksukakecoa,2024-04-19T20:38:14.000Z,lah ngapain juga si mba nya punya tujuan menjelekan kan emng Uda jelek kaum LGBT ini ko pake ga terima kocak Lo,0,0,0
-,@mnXkl99,2024-04-19T20:23:50.000Z,ANJING BISA BISANYA NULIS :  lgbt mah lebih aware sama tes kesehatan,0,0,0
Inspektur Ajay,@Ampune_Bos,2024-04-19T20:06:10.000Z,"UDAH DI BILANG LGBT TU GAK BISA DI SEMBUHIN, BISA NYA CUMA 1
DI MUSNAHKAN!!!!",0,0,0
៚𝕏crew,@blubutterbun,2024-04-19T19:56:30.000Z,"Mhmm
Ek din mummy ko lgbt ka matlab samjha rhi thi to boli ""mere ko sab samjh aara tu mulle se fasi huyi hai""",0,0,0
_rixxv⁷_,@Bangtan_Aavi,2024-04-19T19:37:21.000Z,"Ohh to waisa bolo na , unn bha_dwo ke karn log aur homophobic hote ja rhe , ek Hinduism hi h jo LGBT ko support krta h aur ye chu_tiye Hinduism ka hi mzaak bnate h , i can understand your frustration",0,0,0
Aidi zuhaili,@aidizuhaili,2024-04-19T19:25:11.000Z,"nasib lah tak masuk psm dalam PH ,kalau dak naya kena hadap pro LGBT + Marxism camni",0,0,0
denizlerinadami,@denizlerinadami,2024-04-19T19:25:03.000Z,Kesin LGBT olurdu..,0,0,0
Reşat Yıldız,@RstYldz_YRP,2024-04-19T19:14:28.000Z,Akp + Chp = Lgbt,0,0,0
Mask~owan,@Priagarislurus,2024-04-19T18:44:28.000Z,"Harus dibuat UU antiLGBT.  Tidak ada LGBT saja asusila heteroseks sdh marak di era komunikasi/medsos  online apalagi homo dan lesbian. Jangan mengandalkan semangat akhlak dan agama saja, negara harus urus serius persoalan LGBT ini jangan kasih ruang dan tempat di Indonesia.",0,0,0
B1G-JAY THE HAMMER,@1800deadguy,2024-04-19T18:44:10.000Z,lgbt?,0,0,0
Si Ovt,@Owl_Noctrun,2024-04-19T18:42:29.000Z,"Ya ini orang nggak pernah belajar dan nggak mau belajar, padahal semua agama nggak ada gender atau jenis kelamin LGBT blabla, Tuhan aja nyiptain cewek dan cowok berjodoh, nggak ada cowok dan cowok atau sebaliknya njirrr, nggak usah si paling tersakiti, penyimpangan itu najis ",0,0,0
