UserName,Handle,Timestamp,Text,Comments,Likes,Retweets
Genvoya,@feliciapark_,2024-05-16T23:59:55.000Z,"Yallah kirain bakal lebih berbobot ternyata selangkangan lagi. pdhl kumpul kebo juga ada andil lelaki dan lgbt juga banyak lelaki

Dan baru dikasi contoh kebebasan berpendapat lgsg dituding opini sampah. Banyak tu opini sampah disahin laki2 disenayan ga diserang ttg kelaminnya ",0,0,0
dedi firdaus,@dedifir30803641,2024-05-16T23:58:16.000Z,"Sbb yg diperjuangkan aktivis adalah freedom, mau nyembah google mau LGBT selama ga mengganggu orang ga masalah.
Dulu ada riset seks bebas dikalangan mahasiswa yg sudah bebas dan dibela aktivis freedom tinggal pake kondom. Ya dan risetlah segala jenis aliran ada dimedia situs seks",0,0,0
dedi firdaus,@dedifir30803641,2024-05-16T23:53:48.000Z,"Keluarga Adam inces itu tuduhan atheis pak dimana theis ngatain atheis bebas, termasuk inses.
Sbb dri sisi atheis manusia ya berasal dari binatang dan perilaku inses itu natural.
Dan sisi natural pembelaan juga dari LGBt moralis atheis, binatang juga homo ga ada masalah, natural",0,0,0
Anti penjajah,@Akoeh2404,2024-05-16T23:53:07.000Z,"Mang eyak??sebelum posting2 mnjelek2an Islam,lu aktif menyuarakan HAM & LGBT,skrg tiba2 suka cewek?? malu dibilang bencong?",0,0,0
kozze,@AAbgary63143,2024-05-16T23:49:14.000Z,"Asswww .. tukang tilep donasi sok agamais, jadi LGBT aee mas lebih mulia. .....",0,0,0
Paul Son of God,@PaulSonofGod12,2024-05-16T23:43:04.000Z,"Kenapa sih para aktor yang mendukung Palestina kebanyakan merupakan kaum liberal pro LGBT.. 

Padahal sudah jelas kebanyakan orang Arab anti sama LGBT..",0,0,0
danerys,@nakaharadz,2024-05-16T23:42:28.000Z,"Saying “selama pandangan itu gak menghasilkan tindakan yang merugikan itu fine aja”. NURUL… kalau ada dikriminasi terhadap LGBT dan lo diem aja karena lo gak support LGBT, secara tidak langsung lo melanggengkan diskriminasi itu kok. You’re letting everyone to discriminate them.",0,0,0
Earth God Nika,@earthgodnika,2024-05-16T23:39:24.000Z,"EMANG BODOH PLUS TOLOL GOBLOK LAKNAT ANJING , MATI AJA ANJING LGBT LAKNAT.",0,0,0
Earth God Nika,@earthgodnika,2024-05-16T23:37:31.000Z,Lgbt laknat anjgggg wkwk,0,0,0
Earth God Nika,@earthgodnika,2024-05-16T23:37:19.000Z,"goblok lgbt laknat, bagus idup lu sial terus aja seumur hidup.",0,0,0
ninja raven,@RollTideRipTide,2024-05-16T23:21:40.000Z,LGBT,0,0,0
︶✦ adrea. ໒꒱,@suprememegafart,2024-05-16T23:21:02.000Z,sherk kissing gojo lgbt,0,0,0
Ninja Hattori,@IlhamNoName,2024-05-16T23:09:56.000Z,"Pertanyaannya lo pro gk terhadap zina,freesex,aborsi tanpa kriteria,lgbt,open merried?",0,0,0
cercedo repe,@evaners399391,2024-05-16T23:07:13.000Z,ya jelas gak setuju lah kaum lgbt itu gak normal dan menyimpang kaum mereka harusnya dirajam sampe mati. ngapain juga dukung kaum tolol kek gitu otak lu emang tolol kek Tweet lu bego bgt emang lu tolol. kaum menyimpang,0,0,0
Michaël,@Michal94673804,2024-05-16T23:06:07.000Z,LGBT,0,0,0
cercedo repe,@evaners399391,2024-05-16T23:04:50.000Z,Opini tolol lgbt itu gak normal idiot bego. Kaum lgbt itu harusnya dirajam aja sampe mati jangan normalisasi penyimpangan ya tolol lu ajg kaum gak normal lu tolol,0,0,0
Penguin Man,@SadPackersFan,2024-05-16T22:43:04.000Z,LGBT,0,0,0
daklacı güvercin,@B2bw33881,2024-05-16T22:41:21.000Z,Lgbt’li aslanlar ,0,0,0
patvle,@patvle8888,2024-05-16T22:36:26.000Z,LGBT monkey ?,0,0,0
Gabriel Reyes,@dontfearthe24,2024-05-16T22:26:40.000Z,lgbt,0,0,0
سحر,@twkn169144,2024-05-16T22:04:59.000Z,jafiri LGBT,0,0,0
Babacar Ndiaye Coly,@colymbaye72,2024-05-16T21:41:07.000Z,Lgbt haraam,0,0,0
Ninja Hattori,@IlhamNoName,2024-05-16T21:39:32.000Z,"Yg bilang  agama baru siapa?
Lo paham gk feminis itu pro terhadap lgbt,zina/freesex,aborsi tanpa kriteria,open merried,gk segan menghina muslimah yg berhijab/cadar,merendahkan ibu rumah tangga.
Trus lo muslim n mendukung gerakan itu,padahal itu dilarang dlm agama mu?
C'mon..",0,0,0
Genvoya,@feliciapark_,2024-05-16T21:21:14.000Z,Jiah diinvalidasi sama orang yg bahkan ga tau beda feminis dan lgbt kocaaaakk ,0,0,0
XXX,@SionisteMan,2024-05-16T21:04:17.000Z,LGBT,0,0,0
nini,@Nicolly__Sousa,2024-05-16T20:36:37.000Z,"lgbt, open bar",0,0,0
Sorr,@bearbears_z,2024-05-16T19:59:37.000Z,kaum LGBT kalo bukan goblok ya tolol,0,0,0
Gabriel Perezii,@Gabriel62611600,2024-05-16T19:52:12.000Z,LGBT,0,0,0
13,@iqhwankhan,2024-05-16T19:45:40.000Z,Butoh hangpa pasai marina support lgbt diam?,0,0,0
Genvoya,@feliciapark_,2024-05-16T19:39:29.000Z,"Itu kamu tau. Berati ada yg bela perempuan tulen kan? Berati ttp di tujuan awal untuk mempertahankan hak perempuan kan?

Memang ada kok feminis yg juga pro lgbt. Tp mereka berdua ttp konsep yg beda. Ya kayak kamu patriarki tapi penganut demokratis. Beda toh?",0,0,0
Greekman 1821,@greekma90441325,2024-05-16T19:39:27.000Z,lgbt demografi̇k kri̇ze eşi̇t deği̇ldi̇r,0,0,0
zachia .,@cewekkaveh,2024-05-16T19:25:02.000Z,"Hooh di JP masih kurang bisa nerima lgbt (cmiiw tho). Cuman MUNGKIN buat fans inter yang udah jauh lebih sering makan media terkait jadi mikir ""ah mass gini doang"" while di sana udh dianggep parah banget banget",0,0,0
Jangan Tanya Saya Siapa,@meonkcool,2024-05-16T18:59:30.000Z,Ayo donk jangan promosiin LGBT kayak gini di sosmed..,0,0,0
Le LGBT homophobe,@Brioxx2,2024-05-16T18:59:14.000Z,Moktar  #tpmp,0,0,0
MrKrejzi,@MrKrejzi,2024-05-16T18:56:41.000Z,To tak jak z flagami lgbt,0,0,0
IL,@mmtdmdk,2024-05-16T18:40:18.000Z,LGBT+*,0,0,0
Ahmet Hamdi Küçük,@Ahmet22686234,2024-05-16T18:32:13.000Z,Lgbt daire baskanligi yaparlar sanirim,0,0,0
ed.tan,@yangmau2aja,2024-05-16T18:28:31.000Z,Bener. Mereka2 yg berani tampil beda buat merjuangan nasib2 manusia yg sok paling baik kelakuannya. Tar tinggal nikmatin kekebasan. Kalau ga suka ya uda simpan dalam hati aja deh. Mau senormal apa tingkah ditutupin kalau uda lgbt sama dimata para homopobic.,0,0,0
∆Eren♪,@erenruzux,2024-05-16T18:28:25.000Z,lgbt den dalayi galiba,0,0,0
dalnim amos (SeJeoshua),@Sunnyxx06,2024-05-16T18:23:10.000Z,Yeke? Yg aku tgok geng LGBT ni loud x support israel,0,0,0
nela,@9yuvin9,2024-05-16T18:09:02.000Z,Maaf aku homophobic dan anti lgbt  boleh bub,0,0,0
betsy☆,@p1xelshark,2024-05-16T18:03:18.000Z,lgbt....,0,0,0
Artemis.P,@Artemis281072,2024-05-16T17:55:15.000Z,paki lgbt apasal merempat kat Malaysia,0,0,0
Chinchilla ETERNA de Conan V (EL EMPALADOR),@LaChinchillaFin,2024-05-16T17:52:18.000Z,LGBT +,0,0,0
gabbi,@SkibidiGabriela,2024-05-16T17:51:29.000Z,Oye david tu eres lgbt,0,0,0
Federico De Gado,@degadof,2024-05-16T17:36:36.000Z,La combo cigl + lgbt..,0,0,0
Bellowzero,@Bellowzero2,2024-05-16T17:28:41.000Z,"ini dl gasih kak, bring up lgbt topics dl, biasanya bisa keliatan. Tp ga pasti jg. Bs ajaa nihhh dia sok sok ga dukung pdhl gey jg (temenku gt soalnya)",0,0,0
aridan,@actuallyaridan,2024-05-16T17:26:34.000Z,balkan-dutch lgbt person,0,0,0
Leandro Romão,@leandroptbr,2024-05-16T17:25:51.000Z,LGBT ,0,0,0
Frann,@fransafairytail,2024-05-16T17:24:21.000Z,JAHDKQJW ok,0,0,0
Cuddle blu,@Hellenica7,2024-05-16T17:20:32.000Z,Menurut gue lebih aneh si boti yang sok sokan kontra ke boti lain padahal sama sama lgbt,0,0,0
Odranoel,@OdranoelOpala,2024-05-16T17:09:32.000Z,Lgbt,0,0,0
vicc,@4514n4g54nd3,2024-05-16T17:00:12.000Z,lgbt,0,0,0
Friendly Trader $BEYOND AILayer,@friendlytrader_,2024-05-16T16:58:04.000Z,lu coba liat propaganda LGBT di US dan Eropa aja dulu deh...baru balik lagi ksini.,0,0,0
Wawan araujo,@hendrawanaraujo,2024-05-16T16:54:32.000Z,"Sejalan dengan feminis, sekarang mana Rasulullah sebut my body my choice? Pernah normalin lgbt? Pernah normalin sex worker?
Di sini lu ambil agama dan agenda wokeh kyk makanan prasmanan. Kalo menurut lu islam bener, artinya gk perlu lg feminis. Buat apa? Itu aja dari barat sana",0,0,0
